1166,python/java开发工程师,杭州,杭州·余杭区·仓前,阿里,25-50K·16薪,50,25,37.5
1171,Python,杭州,杭州·滨江区·长河,华为,15-25K,25,15,20.0
1172,Python开发工程师,杭州,杭州·滨江区·长河,华为,20-30K,30,20,25.0
1173,高级后端开发工程师-数据建设方向,杭州,杭州,字节跳动,30-60K·15薪,60,30,45.0
1175,高级后端研发工程师,杭州,杭州·余杭区·五常,字节跳动,25-50K·15薪,50,25,37.5
1177,Python开发专家,杭州,杭州·西湖区·转塘,阿里,25-50K,50,25,37.5
1181,淘宝-物联网python高级开发/专家,杭州,杭州·余杭区·五常,阿里,20-40K·16薪,40,20,30.0
1182,Python软件开发工程师(OD),杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1183,高级爬虫工程师,杭州,杭州,字节跳动,20-40K·15薪,40,20,30.0
1184,软件开发工程师,杭州,杭州·滨江区·长河,华为,18-35K·16薪,35,18,26.5
1188,云计算开发工程师,杭州,杭州·滨江区·长河,华为,12-24K,24,12,18.0
1189,后端开发工程师-电商数据建设,杭州,杭州,字节跳动,25-50K·15薪,50,25,37.5
1190,系统开发工程师,杭州,杭州·滨江区·长河,华为,20-40K,40,20,30.0
1194,云网络研发SE\工程师,杭州,杭州·滨江区·星光大道,华为,20-40K,40,20,30.0
1195,Python开发工程师-电商,杭州,杭州·余杭区·五常,字节跳动,30-60K·15薪,60,30,45.0
1196,AI开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5
1199,python高级软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5
1200,高级后端开发工程师-电商,杭州,杭州,字节跳动,30-50K·15薪,50,30,40.0
1201,软件开发工程师（Python）,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
1202,5G软件开发工程师,杭州,杭州,华为,20-35K,35,20,27.5
1203,鲲鹏云计算软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·15薪,30,15,22.5
1204,云计算软件研发工程师,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5
1205,软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·16薪,30,15,22.5
1206,系统软件工程师,杭州,杭州·滨江区·长河,华为,12-24K·14薪,24,12,18.0
